state,district,local_body_name,local_body_type,lgd_local_body_code
UTTAR PRADESH,BANDA,Atarra,Municipality,249339
UTTAR PRADESH,AURAIYA,Atasu,Town Panchayat,249270
UTTAR PRADESH,ALIGARH,Atrauli,Municipality,249022
UTTAR PRADESH,AZAMGARH,Atraulia,Town Panchayat,249468
UTTAR PRADESH,AURAIYA,Auraiya,Municipality,249273
UTTAR PRADESH,BULANDSHAHR,Aurangabad,Town Panchayat,249004
UTTAR PRADESH,UNNAO,Auras,Town Panchayat,249217
UTTAR PRADESH,ETAH,Awagarh,Town Panchayat,249102
UTTAR PRADESH,AYODHYA,Ayodhya,Municipal Corporation,249391
UTTAR PRADESH,AZAMGARH,Azamgarh,Municipality,249477
UTTAR PRADESH,AZAMGARH,Azmatgarh,Town Panchayat,249472
UTTAR PRADESH,SIDDHARTH NAGAR,Baansi,Municipality,249428
UTTAR PRADESH,AURAIYA,Babarpur Ajitmal,Town Panchayat,249269
UTTAR PRADESH,BANDA,Baberu,Town Panchayat,249336
UTTAR PRADESH,BASTI,Babhnan,Town Panchayat,297073
UTTAR PRADESH,JHANSI,Babina,Municipal Council,277288
UTTAR PRADESH,SAMBHAL,Babralaa,Town Panchayat,263350
UTTAR PRADESH,HAPUR,Babugarh,Town Panchayat,248992
UTTAR PRADESH,AMROHA,Bachhraon,Municipality,248947
UTTAR PRADESH,RAE BARELI,Bachhrawan,Town Panchayat,249238
UTTAR PRADESH,JHANSI,Bada Gaon,Town Panchayat,249313
UTTAR PRADESH,BAGHPAT,Badaut,Municipality,248972
UTTAR PRADESH,SIDDHARTH NAGAR,Badhani Chafa,Town Panchayat,297056
UTTAR PRADESH,JAUNPUR,Badlapur,Town Panchayat,263358
UTTAR PRADESH,SANT KABEER NAGAR,Baghnagar Urf Bakhira,Town Panchayat,297053
UTTAR PRADESH,BAGHPAT,Baghpat,Municipality,248973
UTTAR PRADESH,AGRA,Bah,Municipality,249074
UTTAR PRADESH,GHAZIPUR,Bahadurganj,Town Panchayat,249513
UTTAR PRADESH,BAREILLY,Bahedi,Municipality,249135
UTTAR PRADESH,SAMBHAL,Bahjoi,Municipality,248935
UTTAR PRADESH,BAHRAICH,Bahraich,Municipality,249410
UTTAR PRADESH,MEERUT,Bahsuma,Town Panchayat,248959
UTTAR PRADESH,FATEHPUR,Bahuwa,Town Panchayat,249346
UTTAR PRADESH,BALLIA,Bairia,Town Panchayat,277185
UTTAR PRADESH,MATHURA,Bajna,Town Panchayat,249046
UTTAR PRADESH,ETAWAH,Bakewar,Town Panchayat,249265
UTTAR PRADESH,MATHURA,Baldeo,Town Panchayat,249057
UTTAR PRADESH,BALLIA,Ballia,Municipality,249497
UTTAR PRADESH,BALRAMPUR,Balrampur,Municipality,249414
UTTAR PRADESH,SHAMLI,Banat,Town Panchayat,248889
UTTAR PRADESH,BANDA,Banda,Municipality,249334
UTTAR PRADESH,SHAHJAHANPUR,Banda,Town Panchayat,297057
UTTAR PRADESH,UNNAO,Bangarmau,Municipality,249212
UTTAR PRADESH,BARABANKI,Banki,Town Panchayat,249380
UTTAR PRADESH,BASTI,Bankti,Town Panchayat,289237
UTTAR PRADESH,BALLIA,Bansdih,Town Panchayat,249498
UTTAR PRADESH,GORAKHPUR,Bansgaon,Town Panchayat,249448
UTTAR PRADESH,LUCKNOW,Banthra,Town Panchayat,297048
UTTAR PRADESH,BARABANKI,Barabanki,Municipality,297019
UTTAR PRADESH,ALIGARH,BARAULI,Town Panchayat,299018
UTTAR PRADESH,KHERI,Barbar,Town Panchayat,249181
UTTAR PRADESH,BAREILLY,Bareilly,Municipal Corporation,249149
UTTAR PRADESH,BAREILLY,Bareilly,Municipal Council,277258
UTTAR PRADESH,GORAKHPUR,Barhalganj,Town Panchayat,249450
UTTAR PRADESH,SIDDHARTH NAGAR,Barhani Bazar,Town Panchayat,249425
UTTAR PRADESH,DEORIA,Bariyarpur,Town Panchayat,281989
UTTAR PRADESH,PILIBHIT,Barkhera,Town Panchayat,249161
UTTAR PRADESH,MAINPURI,Barnahal,Town Panchayat,297058
UTTAR PRADESH,MATHURA,Barsana,Town Panchayat,249043
UTTAR PRADESH,JHANSI,Barua Sagar,Municipality,249311
UTTAR PRADESH,BASTI,Basti,Municipality,249430
UTTAR PRADESH,SAHARANPUR,Behat,Town Panchayat,248870
UTTAR PRADESH,BARABANKI,Belhara,Town Panchayat,277186
UTTAR PRADESH,SANT KABEER NAGAR,Belhar Kala,Town Panchayat,297059
UTTAR PRADESH,BALLIA,Belthara Road,Town Panchayat,249492
UTTAR PRADESH,HARDOI,Beniganj,Town Panchayat,249208
UTTAR PRADESH,ALIGARH,Beswan,Town Panchayat,249031
UTTAR PRADESH,MAINPURI,Bewar,Town Panchayat,249109
UTTAR PRADESH,AYODHYA,Bhadarsa,Town Panchayat,249389
UTTAR PRADESH,BHADOHI,Bhadohi,Municipality,249535
UTTAR PRADESH,UNNAO,Bhagwant Nagar,Town Panchayat,249229
UTTAR PRADESH,KHERI,Bhanpur Banwari,Town Panchayat,297836
UTTAR PRADESH,BASTI,Bhanpur Kaswa,Town Panchayat,297060
UTTAR PRADESH,SIDDHARTH NAGAR,Bharatbhari,Town Panchayat,297061
UTTAR PRADESH,PRAYAGRAJ,Bharatganj,Town Panchayat,249374
UTTAR PRADESH,Kasganj,Bhargain,Town Panchayat,249093
UTTAR PRADESH,ETAWAH,Bharthana,Municipality,249264
UTTAR PRADESH,KAUSHAMBI,Bharwari,Town Panchayat,297074
UTTAR PRADESH,KAUSHAMBI,Bharwari(Kaushambi),Municipality,249361
UTTAR PRADESH,DEORIA,Bhatni Bazar,Town Panchayat,249463
UTTAR PRADESH,DEORIA,Bhatpar Rani,Town Panchayat,249467
UTTAR PRADESH,BULANDSHAHR,Bhawan Bahadur Nagar,Town Panchayat,249007
UTTAR PRADESH,SHRAVASTI,Bhinga,Municipality,297025
UTTAR PRADESH,MAINPURI,Bhogaon,Town Panchayat,249108
UTTAR PRADESH,MORADABAD,Bhojpur Dharampur,Town Panchayat,248928
UTTAR PRADESH,MUZAFFARNAGAR,Bhokarhedi,Town Panchayat,248902
UTTAR PRADESH,AURAIYA,Bidhuna,Town Panchayat,249267
UTTAR PRADESH,UNNAO,Bighapur,Town Panchayat,249228
UTTAR PRADESH,BIJNOR,Bijnor,Municipality,248910
UTTAR PRADESH,AYODHYA,Bikapur,Town Panchayat,249393
UTTAR PRADESH,MORADABAD,Bilari,Municipality,248931
UTTAR PRADESH,AZAMGARH,Bilariaganj,Town Panchayat,249470
UTTAR PRADESH,RAMPUR,Bilaspur,Municipality,248941
UTTAR PRADESH,GAUTAM BUDDHA NAGAR,Bilaspur,Town Panchayat,248997
UTTAR PRADESH,HARDOI,Bilgram,Municipality,249203
UTTAR PRADESH,KANPUR NAGAR,Bilhaur,Municipality,249282
UTTAR PRADESH,Kasganj,Bilram,Town Panchayat,249085
UTTAR PRADESH,PILIBHIT,Bilsanda,Town Panchayat,249163
UTTAR PRADESH,BUDAUN,Bilsi,Municipality,249122
UTTAR PRADESH,FATEHPUR,Bindki,Municipality,249345
UTTAR PRADESH,PILIBHIT,Bisalpur,Municipality,249162
UTTAR PRADESH,BANDA,Bisanda Buzurg,Town Panchayat,249338
UTTAR PRADESH,BUDAUN,Bisauli,Municipality,249118
UTTAR PRADESH,BAREILLY,Bisharatganj,Town Panchayat,249144
UTTAR PRADESH,SIDDHARTH NAGAR,Biskohar,Town Panchayat,297050
UTTAR PRADESH,SITAPUR,Biswan,Municipality,249193
UTTAR PRADESH,KANPUR NAGAR,Bithoor,Town Panchayat,249285
UTTAR PRADESH,LUCKNOW,BKT,Town Panchayat,263351
UTTAR PRADESH,MAHARAJGANJ,Brijmanganj,Town Panchayat,297062
UTTAR PRADESH,BUDAUN,Budaun,Municipality,249126
UTTAR PRADESH,MUZAFFARNAGAR,Budhana,Town Panchayat,248897
UTTAR PRADESH,AZAMGARH,Budhanpur,Town Panchayat,297075
UTTAR PRADESH,BULANDSHAHR,Bugrasi,Town Panchayat,249009
UTTAR PRADESH,BULANDSHAHR,Bulandshahr,Municipality,249005
UTTAR PRADESH,AZAMGARH,BURHANPUR,Town Panchayat,299058
UTTAR PRADESH,GORAKHPUR,Campierganj,Town Panchayat,297029
UTTAR PRADESH,KAUSHAMBI,Chail,Town Panchayat,249362
UTTAR PRADESH,CHANDAULI,Chakia,Town Panchayat,249522
UTTAR PRADESH,CHANDAULI,Chandauli,Town Panchayat,249520
UTTAR PRADESH,ALIGARH,Chandaus,Town Panchayat,297076
UTTAR PRADESH,SAMBHAL,Chandausi,Municipality,248937
UTTAR PRADESH,BIJNOR,Chandpur,Municipality,248924
UTTAR PRADESH,MAHOBA,Charkhari,Municipality,249330
UTTAR PRADESH,MUZAFFARNAGAR,Charthaval,Town Panchayat,248894
UTTAR PRADESH,KAUSHAMBI,CHARWA,Town Panchayat,299009
UTTAR PRADESH,MAHARAJGANJ,CHAUK,Town Panchayat,298915
UTTAR PRADESH,MATHURA,Chaumuha,Town Panchayat,249045
UTTAR PRADESH,BAGHPAT,Chhaprauli,Town Panchayat,248969
UTTAR PRADESH,ALIGARH,Chharra Rafatpur,Town Panchayat,249023
UTTAR PRADESH,MATHURA,Chhata,Town Panchayat,249044
UTTAR PRADESH,BULANDSHAHR,Chhatari,Town Panchayat,249017
UTTAR PRADESH,KANNAUJ,Chhibramau,Municipality,249256
UTTAR PRADESH,KUSHI NAGAR,Chhitauni,Town Panchayat,297077
UTTAR PRADESH,SAHARANPUR,Chhutmalpura,Town Panchayat,296986
UTTAR PRADESH,SAHARANPUR,Chilkana Sultanpur,Town Panchayat,248874
UTTAR PRADESH,MAU,Chirayakot,Town Panchayat,277189
UTTAR PRADESH,JHANSI,Chirgaon,Municipality,249303
UTTAR PRADESH,BALLIA,Chitbara Gaon,Town Panchayat,249496
UTTAR PRADESH,CHITRAKOOT,Chitrakoot Dham - Karwi,Municipality,249342
UTTAR PRADESH,SONBHADRA,Chopan,Town Panchayat,249549
UTTAR PRADESH,SONBHADRA,Chukradhumra,Town Panchayat,249548
UTTAR PRADESH,MIRZAPUR,Chunar,Municipality,249543
UTTAR PRADESH,GONDA,Colonelganj,Municipality,249421
UTTAR PRADESH,RAMPUR,dadiyal,Town Panchayat,299069
UTTAR PRADESH,GAUTAM BUDDHA NAGAR,Dadri,Municipality,248996
UTTAR PRADESH,BUDAUN,Dahagwan,Town Panchayat,297063
UTTAR PRADESH,BUDAUN,DAHGAWAN,Town Panchayat,297593
UTTAR PRADESH,SONBHADRA,Dala Bazar,Town Panchayat,297044
UTTAR PRADESH,RAE BARELI,Dalmau,Town Panchayat,249243
UTTAR PRADESH,GAUTAM BUDDHA NAGAR,Dankaur,Town Panchayat,248998
UTTAR PRADESH,KAUSHAMBI,Daranagar,Town Panchayat,297064
UTTAR PRADESH,RAMPUR,Darhiyal,Town Panchayat,297043
UTTAR PRADESH,BARABANKI,Dariyabad,Town Panchayat,249385
UTTAR PRADESH,GHAZIABAD,Dasna,Town Panchayat,248989
UTTAR PRADESH,BUDAUN,Dataganj,Municipality,297026
UTTAR PRADESH,MEERUT,Daurala,Town Panchayat,248956
UTTAR PRADESH,AGRA,Dayalbagh,Town Panchayat,249060
UTTAR PRADESH,BULANDSHAHR,Debai,Municipality,249013
UTTAR PRADESH,SAHARANPUR,Deoband,Municipality,248882
UTTAR PRADESH,BAREILLY,Deoranian,Town Panchayat,249138
UTTAR PRADESH,DEORIA,Deoria,Municipality,249460
UTTAR PRADESH,KANPUR DEHAT,Derapur,Town Panchayat,263348
UTTAR PRADESH,BARABANKI,Dewa,Town Panchayat,249378
UTTAR PRADESH,MORADABAD,Dhakia,Town Panchayat,290251
UTTAR PRADESH,PRATAPGARH,DHAKWA (PRATAPGARH),Town Panchayat,299013
UTTAR PRADESH,BIJNOR,Dhampur,Municipality,248919
UTTAR PRADESH,AMROHA,Dhanaura,Municipality,248946
UTTAR PRADESH,KHERI,Dhaurahara,Town Panchayat,249185
UTTAR PRADESH,BAREILLY,Dhaura Tanda,Town Panchayat,249147
UTTAR PRADESH,AURAIYA,Dibiyapur,Town Panchayat,249272
UTTAR PRADESH,GHAZIPUR,Dildarnagar Fatehpur Bazar,Town Panchayat,249515
UTTAR PRADESH,BAGHPAT,Doghat,Town Panchayat,248971
UTTAR PRADESH,MAU,Dohrighat,Town Panchayat,249483
UTTAR PRADESH,SIDDHARTH NAGAR,Domariyaganj,Town Panchayat,248145
UTTAR PRADESH,SULTANPUR,Dostpur,Town Panchayat,249406
UTTAR PRADESH,KUSHI NAGAR,Duddhi,Town Panchayat,297078
UTTAR PRADESH,SONBHADRA,Dudhi,Town Panchayat,249551
UTTAR PRADESH,FIROZABAD,Eka,Town Panchayat,277188
UTTAR PRADESH,ETAWAH,Ekdil,Town Panchayat,249263
UTTAR PRADESH,JHANSI,Erich,Town Panchayat,249304
UTTAR PRADESH,ETAH,Etah,Municipality,249098
UTTAR PRADESH,ETAWAH,Etawah,Municipality,249262
UTTAR PRADESH,AGRA,Etmadpur,Municipality,249059
UTTAR PRADESH,AYODHYA,Faizabad,Municipal Council,277263
UTTAR PRADESH,BUDAUN,Faizganj,Town Panchayat,249116
UTTAR PRADESH,MATHURA,Farah,Town Panchayat,249058
UTTAR PRADESH,GHAZIABAD,Faridnagar,Town Panchayat,248982
UTTAR PRADESH,BAREILLY,Faridpur,Municipality,249156
UTTAR PRADESH,BAREILLY,Faridpur(bareilly),Town Panchayat,249136
UTTAR PRADESH,FIROZABAD,Fariha,Town Panchayat,249080
UTTAR PRADESH,FARRUKHABAD,Farrukhabad,Municipality,249250
UTTAR PRADESH,FARRUKHABAD,Fategarh,Municipal Council,277266
UTTAR PRADESH,AGRA,Fatehabad,Town Panchayat,249072
UTTAR PRADESH,BAREILLY,Fatehganj Pashchimi,Town Panchayat,249142
UTTAR PRADESH,BAREILLY,Fatehganj Purvi,Town Panchayat,249155
UTTAR PRADESH,BARABANKI,Fatehpur(Barabanki),Town Panchayat,249376
UTTAR PRADESH,UNNAO,Fatehpur Chaurasi,Town Panchayat,249213
UTTAR PRADESH,FATEHPUR,Fatehpur(Fatehpur),Municipality,249347
UTTAR PRADESH,AGRA,Fatehpur Sikri,Municipality,249068
UTTAR PRADESH,KUSHI NAGAR,Fazilnagar,Town Panchayat,297065
UTTAR PRADESH,FIROZABAD,Firozabad,Municipal Corporation,249079
UTTAR PRADESH,BASTI,Gaayghat,Town Panchayat,297066
UTTAR PRADESH,ALIGARH,GABHANA,Town Panchayat,298115
UTTAR PRADESH,AMROHA,Gajralua,Municipality,297027
UTTAR PRADESH,BASTI,Ganeshpur,Town Panchayat,297031
UTTAR PRADESH,UNNAO,gangaghat,Municipality,297022
UTTAR PRADESH,VARANASI,Gangapur,Town Panchayat,249524
UTTAR PRADESH,SAHARANPUR,Gangoh,Municipality,248878
UTTAR PRADESH,Kasganj,Ganj Dundwara,Municipality,249090
UTTAR PRADESH,UNNAO,Ganj Muradabad,Town Panchayat,249211
UTTAR PRADESH,JHANSI,Garautha,Town Panchayat,249306
UTTAR PRADESH,SHAMLI,Garhi Pukhta,Town Panchayat,248890
UTTAR PRADESH,HAPUR,Garhmukteshwar,Municipality,248993
UTTAR PRADESH,JAUNPUR,Gaurabadshahpur,Town Panchayat,297034
UTTAR PRADESH,DEORIA,Gaura Barhaj,Municipality,249462
UTTAR PRADESH,DEORIA,GAURA BARHAJ,Town Panchayat,297580
UTTAR PRADESH,DEORIA,Gauri Bazar,Town Panchayat,249458
UTTAR PRADESH,Amethi,Gauriganj,Municipality,276425
UTTAR PRADESH,SAMBHAL,Gawan,Town Panchayat,249112
UTTAR PRADESH,KANPUR NAGAR,Ghatampur,Municipality,249290
UTTAR PRADESH,GHAZIABAD,Ghaziabad,Municipal Corporation,248988
UTTAR PRADESH,GHAZIPUR,Ghazipur,Municipality,249512
UTTAR PRADESH,MAINPURI,Ghiraur,Town Panchayat,249105
UTTAR PRADESH,SONBHADRA,Ghorawal,Town Panchayat,249546
UTTAR PRADESH,MAU,Ghosi,Town Panchayat,249485
UTTAR PRADESH,BHADOHI,Ghosia Bazar,Town Panchayat,249539
UTTAR PRADESH,MAHARAJGANJ,Ghughuli,Town Panchayat,249440
UTTAR PRADESH,GAUTAM BUDDHA NAGAR,GNIDA,Notified Area Council,274823
UTTAR PRADESH,HAMIRPUR,Gohand,Town Panchayat,249325
UTTAR PRADESH,MATHURA,Gokul,Town Panchayat,249055
UTTAR PRADESH,GORAKHPUR,Gola Bazar,Town Panchayat,249449
UTTAR PRADESH,KHERI,Gola Gokarannath,Municipality,249179
UTTAR PRADESH,GONDA,Gonda,Municipality,249419
UTTAR PRADESH,HARDOI,Gopamau,Town Panchayat,249200
UTTAR PRADESH,BHADOHI,Gopi Ganj,Municipality,249537
UTTAR PRADESH,GORAKHPUR,Gorakhpur,Municipal Corporation,249444
UTTAR PRADESH,LUCKNOW,Gosainganj (Ayodhya),Town Panchayat,249235
UTTAR PRADESH,AYODHYA,Gosainganj (Lucknow),Town Panchayat,249392
UTTAR PRADESH,MATHURA,Govardhan,Town Panchayat,249050
UTTAR PRADESH,BULANDSHAHR,Gulaothi,Municipality,249006
UTTAR PRADESH,PILIBHIT,Gularia Bhindara,Town Panchayat,249157
UTTAR PRADESH,BUDAUN,Gulariya,Town Panchayat,249128
UTTAR PRADESH,SAMBHAL,Gunnaur,Town Panchayat,249114
UTTAR PRADESH,KANNAUJ,Gursahaiganj,Municipality,249254
UTTAR PRADESH,JHANSI,Gursarai,Municipality,249305
UTTAR PRADESH,BHADOHI,Gyanpur,Town Panchayat,249536
UTTAR PRADESH,BARABANKI,Haidergarh,Town Panchayat,249387
UTTAR PRADESH,BIJNOR,Haldaur,Municipality,248914
UTTAR PRADESH,HAMIRPUR,Hamirpur,Municipality,249322
UTTAR PRADESH,PRAYAGRAJ,Handia,Town Panchayat,249372
UTTAR PRADESH,HAPUR,Hapur,Municipality,248991
UTTAR PRADESH,HARDOI,Hardoi,Municipality,249201
UTTAR PRADESH,ALIGARH,Harduaganj,Town Panchayat,249024
UTTAR PRADESH,SITAPUR,Hargaon,Town Panchayat,249190
UTTAR PRADESH,SANT KABEER NAGAR,Hariharpur,Town Panchayat,249435
UTTAR PRADESH,KUSHI NAGAR,Harra,Town Panchayat,249455
UTTAR PRADESH,BASTI,Harraiya,Town Panchayat,249429
UTTAR PRADESH,AMROHA,Hasanpur,Municipality,248952
UTTAR PRADESH,HATHRAS,Hasayan,Town Panchayat,249035
UTTAR PRADESH,MEERUT,Hastinapur,Town Panchayat,248960
UTTAR PRADESH,KUSHI NAGAR,Hata,Municipality,297020
UTTAR PRADESH,FATEHPUR,Hathgaon,Town Panchayat,253113
UTTAR PRADESH,HATHRAS,Hathras,Municipality,249037
UTTAR PRADESH,UNNAO,Hyderabad,Town Panchayat,249218
UTTAR PRADESH,ALIGARH,Iglas,Town Panchayat,249030
UTTAR PRADESH,SHRAVASTI,Ikauna,Town Panchayat,249413
UTTAR PRADESH,AMBEDKAR NAGAR,Iltifatganj Bazar,Town Panchayat,249394
UTTAR PRADESH,BUDAUN,Islamnagar,Town Panchayat,249115
UTTAR PRADESH,LUCKNOW,Itaunja,Town Panchayat,249232
UTTAR PRADESH,SIDDHARTH NAGAR,Itwa,Town Panchayat,297067
UTTAR PRADESH,AGRA,Jagner,Town Panchayat,249069
UTTAR PRADESH,FATEHPUR,Jahanabad,Town Panchayat,249159
UTTAR PRADESH,AMBEDKAR NAGAR,Jahanaganj,Town Panchayat,297035
UTTAR PRADESH,BULANDSHAHR,Jahangirabad,Municipality,249012
UTTAR PRADESH,AMBEDKAR NAGAR,JAHANGIRGANJ,Town Panchayat,298935
UTTAR PRADESH,GAUTAM BUDDHA NAGAR,Jahangirpur,Town Panchayat,249001
UTTAR PRADESH,Amethi,Jais,Municipality,249240
UTTAR PRADESH,ETAH,Jaithara,Town Panchayat,249096
UTTAR PRADESH,SHAHJAHANPUR,Jalalabad,Municipality,249174
UTTAR PRADESH,SHAMLI,Jalalabad(Bijnor),Town Panchayat,248892
UTTAR PRADESH,BIJNOR,Jalalabad(Shamli),Town Panchayat,248907
UTTAR PRADESH,ALIGARH,Jalali,Town Panchayat,249026
UTTAR PRADESH,AMBEDKAR NAGAR,Jalalpur,Municipality,249399
UTTAR PRADESH,JALAUN,Jalaun,Municipality,249294
UTTAR PRADESH,ETAH,Jalesar,Municipality,249101
UTTAR PRADESH,GHAZIPUR,Jangipur,Town Panchayat,249511
UTTAR PRADESH,MUZAFFARNAGAR,Jansath,Town Panchayat,248901
UTTAR PRADESH,BAHRAICH,Jarwal,Town Panchayat,249411
UTTAR PRADESH,FIROZABAD,Jasrana,Town Panchayat,249081
UTTAR PRADESH,ETAWAH,Jaswantnagar,Municipality,249261
UTTAR PRADESH,ALIGARH,Jatari,Town Panchayat,249019
UTTAR PRADESH,JAUNPUR,Jaunpur,Municipality,249505
UTTAR PRADESH,ALIGARH,JAWAN SIKANDPUR,Town Panchayat,299023
UTTAR PRADESH,GAUTAM BUDDHA NAGAR,Jewar,Town Panchayat,249002
UTTAR PRADESH,BIJNOR,Jhalu,Town Panchayat,248913
UTTAR PRADESH,JHANSI,Jhansi,Municipal Corporation,249314
UTTAR PRADESH,JHANSI,Jhansi,Municipal Council,277293
UTTAR PRADESH,KANPUR DEHAT,Jheenjhak,Town Panchayat,263354
UTTAR PRADESH,SHAMLI,Jhinjhana,Town Panchayat,248884
UTTAR PRADESH,PRAYAGRAJ,Jhusi,Town Panchayat,249366
UTTAR PRADESH,PRAYAGRAJ,JHUSI,Municipal Corporation,297928
UTTAR PRADESH,AZAMGARH,Jiyanpur,Town Panchayat,249471
UTTAR PRADESH,AMROHA,Joya,Town Panchayat,248951
UTTAR PRADESH,MAINPURI,Jyoti Khuria,Town Panchayat,249104
UTTAR PRADESH,Kasganj,Kaasganj,Municipality,249086
UTTAR PRADESH,MAHOBA,Kabrai,Town Panchayat,249332
UTTAR PRADESH,HARDOI,Kachhauna Patseni,Town Panchayat,249207
UTTAR PRADESH,BUDAUN,Kachhla,Town Panchayat,249124
UTTAR PRADESH,MIRZAPUR,Kachhwa,Town Panchayat,249542
UTTAR PRADESH,JALAUN,Kadaura,Town Panchayat,249296
UTTAR PRADESH,SULTANPUR,Kadipur,Town Panchayat,249407
UTTAR PRADESH,FARRUKHABAD,Kaimganj,Municipality,249248
UTTAR PRADESH,SHAMLI,Kairana,Municipality,248885
UTTAR PRADESH,BAHRAICH,KAISARGANJ,Town Panchayat,299017
UTTAR PRADESH,JAUNPUR,Kajgaon,Town Panchayat,297068
UTTAR PRADESH,BULANDSHAHR,Kakod,Town Panchayat,248999
UTTAR PRADESH,LUCKNOW,Kakori,Town Panchayat,249233
UTTAR PRADESH,BUDAUN,Kakrala,Municipality,249130
UTTAR PRADESH,SHAHJAHANPUR,KALAN,Town Panchayat,297807
UTTAR PRADESH,PILIBHIT,Kalinagar,Town Panchayat,249164
UTTAR PRADESH,JALAUN,Kalpi,Municipality,249295
UTTAR PRADESH,FARRUKHABAD,Kamalganj,Town Panchayat,249252
UTTAR PRADESH,FARRUKHABAD,Kampil,Town Panchayat,249247
UTTAR PRADESH,KANPUR DEHAT,KANCHAUSI,Town Panchayat,297864
UTTAR PRADESH,SHAMLI,Kandhla,Municipality,248886
UTTAR PRADESH,KANNAUJ,Kannauj,Municipality,249259
UTTAR PRADESH,KANPUR NAGAR,Kanpur,Municipal Corporation,249286
UTTAR PRADESH,KANPUR NAGAR,Kanpur,Municipal Council,277264
UTTAR PRADESH,MORADABAD,Kanth(Moradabad),Town Panchayat,248926
UTTAR PRADESH,SHAHJAHANPUR,Kanth(Shahjhanpur),Town Panchayat,249173
UTTAR PRADESH,SIDDHARTH NAGAR,Kapilavastu,Town Panchayat,297051
UTTAR PRADESH,KUSHI NAGAR,Kaptanganj,Town Panchayat,249454
UTTAR PRADESH,BASTI,KAPTANGANJ BASTI,Town Panchayat,298096
UTTAR PRADESH,KAUSHAMBI,Karari,Town Panchayat,249360
UTTAR PRADESH,MAINPURI,Karhal,Town Panchayat,249107
UTTAR PRADESH,MEERUT,Karnawal,Town Panchayat,248954
UTTAR PRADESH,GORAKHPUR,KASBA SANGRAMPUR URF UNWAL,Town Panchayat,297495
UTTAR PRADESH,AZAMGARH,Katghar Lalganj,Town Panchayat,249481
UTTAR PRADESH,JHANSI,Kathera,Town Panchayat,249310
UTTAR PRADESH,SHAHJAHANPUR,Katra,Town Panchayat,249169
UTTAR PRADESH,GONDA,Katra,Town Panchayat,249420
UTTAR PRADESH,PRATAPGARH,Katra Medniganj,Town Panchayat,249355
UTTAR PRADESH,ALIGARH,Kauriaganj,Town Panchayat,249027
UTTAR PRADESH,FARRUKHABAD,Kayamganj,Municipality,297021
UTTAR PRADESH,RAMPUR,Kemri,Town Panchayat,248942
UTTAR PRADESH,JAUNPUR,Kerakat,Town Panchayat,249508
UTTAR PRADESH,KUSHI NAGAR,Khadda,Town Panchayat,249451
UTTAR PRADESH,FATEHPUR,Khaga,Town Panchayat,249348
UTTAR PRADESH,ALIGARH,Khair,Municipality,249020
UTTAR PRADESH,SITAPUR,Khairabad,Municipality,249188
UTTAR PRADESH,AGRA,Khairragarh,Town Panchayat,249070
UTTAR PRADESH,SANT KABEER NAGAR,Khalilabad,Municipality,249433
UTTAR PRADESH,BHADOHI,Khamaria,Town Panchayat,249538
UTTAR PRADESH,BULANDSHAHR,Khanpur,Town Panchayat,249010
UTTAR PRADESH,MAHOBA,Kharela,Town Panchayat,249329
UTTAR PRADESH,GONDA,Khargupur,Town Panchayat,249418
UTTAR PRADESH,MEERUT,Kharkhoda,Town Panchayat,248968
UTTAR PRADESH,MUZAFFARNAGAR,Khatauli,Municipality,248899
UTTAR PRADESH,BAGHPAT,Khekada,Municipality,297023
UTTAR PRADESH,KHERI,Kheri,Town Panchayat,249183
UTTAR PRADESH,JAUNPUR,Kheta Sarai,Town Panchayat,249502
UTTAR PRADESH,AYODHYA,KHIRAUNI(SUCHITTAGANJ),Town Panchayat,297756
UTTAR PRADESH,MEERUT,Khiwai,Town Panchayat,297079
UTTAR PRADESH,GHAZIABAD,Khoda Makanpur,Municipality,274820
UTTAR PRADESH,SHAHJAHANPUR,Khudaganj,Town Panchayat,249168
UTTAR PRADESH,BULANDSHAHR,Khurja,Municipality,249018
UTTAR PRADESH,SHAHJAHANPUR,Khutar,Town Panchayat,249166
UTTAR PRADESH,AGRA,Kiraoli,Town Panchayat,249067
UTTAR PRADESH,BIJNOR,Kiratpur,Municipality,248908
UTTAR PRADESH,MAINPURI,Kishni,Town Panchayat,249111
UTTAR PRADESH,FATEHPUR,Kishunpur,Town Panchayat,249349
UTTAR PRADESH,MEERUT,Kithaur,Town Panchayat,248963
UTTAR PRADESH,SULTANPUR,Koeripur,Town Panchayat,249405
UTTAR PRADESH,PRATAPGARH,Kohdaur,Town Panchayat,297042
UTTAR PRADESH,JALAUN,Konch,Municipality,249299
UTTAR PRADESH,MAU,Kopaganj,Town Panchayat,249486
UTTAR PRADESH,FATEHPUR,Kora Jahanabad,Town Panchayat,249344
UTTAR PRADESH,PRAYAGRAJ,Koraon,Town Panchayat,249375
UTTAR PRADESH,MATHURA,Kosi Kalan,Municipality,249041
UTTAR PRADESH,JALAUN,Kotra,Town Panchayat,249298
UTTAR PRADESH,MAHOBA,Kulpahar,Town Panchayat,249328
UTTAR PRADESH,AYODHYA,KUMARGANJ,Town Panchayat,297758
UTTAR PRADESH,PRATAPGARH,Kunda,Town Panchayat,249351
UTTAR PRADESH,MORADABAD,Kundarki,Town Panchayat,248930
UTTAR PRADESH,BUDAUN,Kunwargaon,Town Panchayat,249127
UTTAR PRADESH,MAINPURI,Kuraoli,Town Panchayat,249103
