state,district,local_body_name,local_body_type,lgd_local_body_code
MADHYA PRADESH,BURHANPUR,Burhanpur,Municipal Corporation,250925
MADHYA PRADESH,SHAHDOL,Burhar,Town Panchayat,250808
MADHYA PRADESH,CHHATARPUR,Buxwaha,Town Panchayat,250748
MADHYA PRADESH,GUNA,Chachaura -Binaganj,Town Panchayat,250720
MADHYA PRADESH,REWA,Chakghat,Town Panchayat,250788
MADHYA PRADESH,CHHINDWARA,Chand,Town Panchayat,250756
MADHYA PRADESH,CHHINDWARA,Chandameta -Butaria,Town Panchayat,251023
MADHYA PRADESH,ASHOKNAGAR,Chanderi,Municipality,250713
MADHYA PRADESH,UMARIA,Chandia,Town Panchayat,250800
MADHYA PRADESH,CHHATARPUR,Chandla,Town Panchayat,250736
MADHYA PRADESH,CHHINDWARA,Chaurai,Municipality,251009
MADHYA PRADESH,SEONI,Chhapara,Town Panchayat,298932
MADHYA PRADESH,RAJGARH,Chhapiheda,Town Panchayat,262992
MADHYA PRADESH,CHHATARPUR,Chhatarpur,Municipality,250741
MADHYA PRADESH,CHHINDWARA,Chhindwara,Municipal Corporation,251026
MADHYA PRADESH,NARSINGHPUR,Chichli,Town Panchayat,251000
MADHYA PRADESH,BETUL,CHICHOLI,Town Panchayat,263218
MADHYA PRADESH,SATNA,Chitrakoot,Town Panchayat,250777
MADHYA PRADESH,SIDHI,CHURHAT,Town Panchayat,248068
MADHYA PRADESH,REWA,Dabhaura,Town Panchayat,298925
MADHYA PRADESH,BHIND,Daboh,Town Panchayat,250693
MADHYA PRADESH,GWALIOR,Dabra,Municipality,250698
MADHYA PRADESH,DHAR,Dahi,Town Panchayat,290394
MADHYA PRADESH,DAMOH,Damoh,Municipality,250774
MADHYA PRADESH,CHHINDWARA,Damua,Municipality,293808
MADHYA PRADESH,DATIA,Datia,Municipality,250703
MADHYA PRADESH,SAGAR,Deori,Municipality,250770
MADHYA PRADESH,INDORE,Depalpur,Town Panchayat,250896
MADHYA PRADESH,PANNA,Devendranagar,Town Panchayat,250751
MADHYA PRADESH,DEWAS,Dewas,Municipal Corporation,250867
MADHYA PRADESH,DHAR,Dhamnod- Dhar,Town Panchayat,290379
MADHYA PRADESH,RATLAM,Dhamnod Ratlam,Town Panchayat,250893
MADHYA PRADESH,SHAHDOL,Dhanpuri,Municipality,250809
MADHYA PRADESH,DHAR,Dhar,Municipality,250887
MADHYA PRADESH,DHAR,Dharampuri,Town Panchayat,250894
MADHYA PRADESH,NEEMUCH,Diken,Town Panchayat,250821
MADHYA PRADESH,DINDORI,Dindori,Town Panchayat,290390
MADHYA PRADESH,ANUPPUR,Dola,Town Panchayat,298927
MADHYA PRADESH,CHHINDWARA,Dongar Parasia,Municipality,251022
MADHYA PRADESH,ANUPPUR,Doomar Kachhar,Town Panchayat,298928
MADHYA PRADESH,NARSINGHPUR,Gadarwara,Municipality,250999
MADHYA PRADESH,RAISEN,Gairatganj,Town Panchayat,250956
MADHYA PRADESH,DHAR,Gandhwani,Town Panchayat,298929
MADHYA PRADESH,VIDISHA,Ganjbasoda,Municipality,293809
MADHYA PRADESH,SAGAR,Garhakota,Municipality,250768
MADHYA PRADESH,CHHATARPUR,Garhi -Malhara,Town Panchayat,250739
MADHYA PRADESH,MANDSAUR,Garoth,Town Panchayat,250831
MADHYA PRADESH,BETUL,Ghodadongri,Town Panchayat,298919
MADHYA PRADESH,CHHATARPUR,Ghuwara,Town Panchayat,250745
MADHYA PRADESH,BHIND,Gohad,Municipality,250688
MADHYA PRADESH,BHIND,Gormi,Town Panchayat,250686
MADHYA PRADESH,NARSINGHPUR,Gotegaon,Municipality,250998
MADHYA PRADESH,REWA,Govindgarh,Town Panchayat,250798
MADHYA PRADESH,GUNA,Guna,Municipality,250714
MADHYA PRADESH,PANNA,Gunnor,Town Panchayat,297930
MADHYA PRADESH,REWA,Gurh,Town Panchayat,250799
MADHYA PRADESH,GWALIOR,Gwalior,Municipal Corporation,250694
MADHYA PRADESH,REWA,Hanumana,Town Panchayat,250794
MADHYA PRADESH,HARDA,Harda,Municipality,250967
MADHYA PRADESH,CHHATARPUR,Harpalpur,Town Panchayat,250737
MADHYA PRADESH,CHHINDWARA,Harrai,Town Panchayat,251007
MADHYA PRADESH,EAST NIMAR,Harsud,Town Panchayat,250920
MADHYA PRADESH,INDORE,Hatod,Town Panchayat,250900
MADHYA PRADESH,DEWAS,Hatpipalya,Town Panchayat,250872
MADHYA PRADESH,DAMOH,Hatta,Municipality,250771
MADHYA PRADESH,DAMOH,Hindoria,Town Panchayat,250773
MADHYA PRADESH,HOSHANGABAD,Hoshangabad,Municipality,250974
MADHYA PRADESH,SEHORE,Ichhawar,Town Panchayat,250950
MADHYA PRADESH,DATIA,Indergarh,Town Panchayat,250702
MADHYA PRADESH,INDORE,Indore,Municipal Corporation,250901
MADHYA PRADESH,ASHOKNAGAR,Isagarh,Town Panchayat,250712
MADHYA PRADESH,HOSHANGABAD,Itarsi,Municipality,250970
MADHYA PRADESH,JABALPUR,Jabalpur,Municipal Corporation,250995
MADHYA PRADESH,JABALPUR,Jabalpur,Municipal Council,277265
MADHYA PRADESH,SHAHDOL,Jaisinghnagar,Town Panchayat,250806
MADHYA PRADESH,ANUPPUR,Jaithari,Town Panchayat,253196
MADHYA PRADESH,SATNA,Jaitwara,Town Panchayat,250780
MADHYA PRADESH,CHHINDWARA,Jamai,Municipality,251010
MADHYA PRADESH,RATLAM,Jaora,Municipality,250837
MADHYA PRADESH,TIKAMGARH,Jatara,Town Panchayat,290257
MADHYA PRADESH,NEEMUCH,Jawad,Town Panchayat,250822
MADHYA PRADESH,SEHORE,Jawar,Town Panchayat,250948
MADHYA PRADESH,Niwari,Jeron khalsa,Town Panchayat,290323
MADHYA PRADESH,JHABUA,Jhabua,Municipality,250879
MADHYA PRADESH,MORENA,Jhundpura,Town Panchayat,250681
MADHYA PRADESH,NEEMUCH,Jiran,Town Panchayat,250824
MADHYA PRADESH,RAJGARH,Jirapur,Town Panchayat,250929
MADHYA PRADESH,ALIRAJPUR,Jobat,Town Panchayat,250881
MADHYA PRADESH,MORENA,Joura,Town Panchayat,250679
MADHYA PRADESH,MORENA,Kailaras,Town Panchayat,250680
MADHYA PRADESH,PANNA,Kakarhati,Town Panchayat,250752
MADHYA PRADESH,AGAR MALWA,Kanad,Town Panchayat,250859
MADHYA PRADESH,DEWAS,Kannod,Town Panchayat,250868
MADHYA PRADESH,DEWAS,Kantaphod,Town Panchayat,250870
MADHYA PRADESH,KHARGONE,Karahi,Town Panchayat,293822
MADHYA PRADESH,NARSINGHPUR,Kareli,Municipality,251002
MADHYA PRADESH,SHIVPURI,Karera,Town Panchayat,250707
MADHYA PRADESH,TIKAMGARH,Kari,Town Panchayat,290256
MADHYA PRADESH,DEWAS,Karnawad,Town Panchayat,250873
MADHYA PRADESH,KHARGONE,Kasrawad,Town Panchayat,250911
MADHYA PRADESH,JABALPUR,Katangi Balaghat,Town Panchayat,250984
MADHYA PRADESH,BALAGHAT,Katangi Jabalpur,Town Panchayat,251035
MADHYA PRADESH,SEONI,Keolari,Town Panchayat,298933
MADHYA PRADESH,UJJAIN,Khacharod,Municipality,250845
MADHYA PRADESH,CHHATARPUR,Khajuraho,Town Panchayat,250743
MADHYA PRADESH,SHAHDOL,Khand - Bansagar,Town Panchayat,250804
MADHYA PRADESH,EAST NIMAR,Khandwa,Municipal Corporation,250923
MADHYA PRADESH,SHIVPURI,Khaniyadhana,Town Panchayat,250711
MADHYA PRADESH,TIKAMGARH,Khargapur,Town Panchayat,290306
MADHYA PRADESH,KHARGONE,Khargone,Municipality,250913
MADHYA PRADESH,DEWAS,Khategaon,Town Panchayat,250875
MADHYA PRADESH,BARWANI,Khetia,Town Panchayat,250918
MADHYA PRADESH,RAJGARH,Khilchipur,Town Panchayat,250930
MADHYA PRADESH,HARDA,Khirkiya,Town Panchayat,250966
MADHYA PRADESH,RAJGARH,Khujner,Town Panchayat,250932
MADHYA PRADESH,SAGAR,Khurai,Municipality,250758
MADHYA PRADESH,SHIVPURI,Kolaras,Town Panchayat,250708
MADHYA PRADESH,SATNA,Kotar,Town Panchayat,250784
MADHYA PRADESH,SATNA,Kothi,Town Panchayat,250779
MADHYA PRADESH,SEHORE,Kothri,Town Panchayat,290383
MADHYA PRADESH,ANUPPUR,Kotma,Municipality,253193
MADHYA PRADESH,NEEMUCH,Kukdeshwar,Town Panchayat,253134
MADHYA PRADESH,DHAR,Kukshi,Town Panchayat,250891
MADHYA PRADESH,GUNA,Kumbhraj,Town Panchayat,250718
MADHYA PRADESH,RAJGARH,KURAWAR,Town Panchayat,262908
MADHYA PRADESH,VIDISHA,Kurwai,Town Panchayat,250942
MADHYA PRADESH,KATNI,Kymore,Town Panchayat,250980
MADHYA PRADESH,BHIND,Lahar,Municipality,250691
MADHYA PRADESH,SEONI,Lakhnadon,Town Panchayat,251031
MADHYA PRADESH,BALAGHAT,Lanji,Town Panchayat,253162
MADHYA PRADESH,VIDISHA,Lateri,Town Panchayat,250940
MADHYA PRADESH,CHHATARPUR,Lavkush nagar,Town Panchayat,250735
MADHYA PRADESH,TIKAMGARH,Lidhorakhas,Town Panchayat,290253
MADHYA PRADESH,CHHINDWARA,Lodhikheda,Town Panchayat,251029
MADHYA PRADESH,DEWAS,Loharda,Town Panchayat,250869
MADHYA PRADESH,RAJGARH,Machalpur,Town Panchayat,250928
MADHYA PRADESH,GUNA,Madhusudangarh,Town Panchayat,299255
MADHYA PRADESH,SHIVPURI,Magroni,Town Panchayat,299299
MADHYA PRADESH,CHHATARPUR,Maharajpur,Municipality,250740
MADHYA PRADESH,KHARGONE,Maheshwar,Town Panchayat,250909
MADHYA PRADESH,UJJAIN,Mahidpur,Municipality,250849
MADHYA PRADESH,SATNA,Maihar,Municipality,250787
MADHYA PRADESH,SIDHI,MAJHAULI,Town Panchayat,250818
MADHYA PRADESH,UJJAIN,makdon,Town Panchayat,263205
MADHYA PRADESH,SAGAR,Makronia Buzurg,Municipality,250766
MADHYA PRADESH,SHAJAPUR,Maksi,Town Panchayat,250861
MADHYA PRADESH,BALAGHAT,Malajkhand,Municipality,251042
MADHYA PRADESH,BHIND,Malanpur,Town Panchayat,298924
MADHYA PRADESH,MANDSAUR,Malhargarh,Town Panchayat,250828
MADHYA PRADESH,SAGAR,MALTHONE,Town Panchayat,297116
MADHYA PRADESH,NEEMUCH,Manasa,Town Panchayat,250826
MADHYA PRADESH,DHAR,Manawar,Municipality,250892
MADHYA PRADESH,DHAR,Mandav,Town Panchayat,250889
MADHYA PRADESH,RAISEN,Mandideep,Municipality,250959
MADHYA PRADESH,MANDLA,mandla,Municipality,289259
MADHYA PRADESH,KHARGONE,Mandleshwar,Town Panchayat,250910
MADHYA PRADESH,MANDSAUR,Mandsaur,Municipality,250833
MADHYA PRADESH,REWA,Mangawan,Town Panchayat,250793
MADHYA PRADESH,JABALPUR,Manjholi Jabalpur,Town Panchayat,250982
MADHYA PRADESH,INDORE,Manpur,Town Panchayat,250906
MADHYA PRADESH,UMARIA,MANPURR,Town Panchayat,297136
MADHYA PRADESH,BHIND,Mau,Town Panchayat,250689
MADHYA PRADESH,REWA,Mauganj,Town Panchayat,250796
MADHYA PRADESH,JHABUA,Meghnagar new,Town Panchayat,273379
MADHYA PRADESH,BHIND,MEHGAON,Town Panchayat,290392
MADHYA PRADESH,INDORE,Mhow,Municipal Council,277272
MADHYA PRADESH,INDORE,Mhowgaon,Town Panchayat,250905
MADHYA PRADESH,BHIND,Mihona,Town Panchayat,250690
MADHYA PRADESH,CHHINDWARA,Mohgaon,Town Panchayat,251028
MADHYA PRADESH,GWALIOR,Mohna,Town Panchayat,299289
MADHYA PRADESH,GWALIOR,Morar,Municipal Council,277296
MADHYA PRADESH,MORENA,Morena,Municipal Corporation,250677
MADHYA PRADESH,BETUL,MULTAI,Municipality,248071
MADHYA PRADESH,EAST NIMAR,Mundi,Town Panchayat,250922
MADHYA PRADESH,ASHOKNAGAR,Mungaoli,Town Panchayat,250717
MADHYA PRADESH,KATNI,Murwara - Katni,Municipal Corporation,250979
MADHYA PRADESH,MANDLA,"NAGAR PALIKA, NAINPUR",Municipality,248075
MADHYA PRADESH,PANNA,Nagar Parishad Gunour,Town Panchayat,298911
MADHYA PRADESH,UJJAIN,Nagda,Municipality,250846
MADHYA PRADESH,SATNA,Nagod,Town Panchayat,250782
MADHYA PRADESH,MANDSAUR,Nagri,Town Panchayat,250834
MADHYA PRADESH,REWA,Nai-Garhi,Town Panchayat,250795
MADHYA PRADESH,AGAR MALWA,Nalkheda,Town Panchayat,250855
MADHYA PRADESH,RATLAM,Namli,Town Panchayat,250842
MADHYA PRADESH,MANDSAUR,Narayangarh,Town Panchayat,250829
MADHYA PRADESH,NARSINGHPUR,Narsimhapur,Municipality,251001
MADHYA PRADESH,RAJGARH,Narsinghgarh,Municipality,250937
MADHYA PRADESH,SHIVPURI,Narwar,Town Panchayat,250706
MADHYA PRADESH,SEHORE,Nasrullaganj,Town Panchayat,250951
MADHYA PRADESH,NEEMUCH,NAYAGOAN,Town Panchayat,263154
MADHYA PRADESH,NEEMUCH,Neemuch,Municipality,250823
MADHYA PRADESH,DEWAS,NEMAWAR,Town Panchayat,274350
MADHYA PRADESH,BURHANPUR,Nepanagar,Municipality,250927
MADHYA PRADESH,SATNA,New Ramnagar,Town Panchayat,293819
MADHYA PRADESH,CHHINDWARA,Newton Chikhli Kalan,Town Panchayat,251018
MADHYA PRADESH,BARWANI,Niwali Bujurg,Town Panchayat,297118
MADHYA PRADESH,Niwari,Niwari,Town Panchayat,290382
MADHYA PRADESH,MANDLA,NIWAS,Town Panchayat,253170
MADHYA PRADESH,CHHATARPUR,Nowgong,Municipality,250738
MADHYA PRADESH,UMARIA,Nowrozabad - Khodargama,Town Panchayat,250803
MADHYA PRADESH,RAISEN,Obedullaganj,Town Panchayat,250960
MADHYA PRADESH,EAST NIMAR,Omkareshwar,Town Panchayat,250921
MADHYA PRADESH,Niwari,Orchha,Town Panchayat,293827
MADHYA PRADESH,HOSHANGABAD,Pachmari,Municipal Council,277274
MADHYA PRADESH,RAJGARH,Pachore,Town Panchayat,250935
MADHYA PRADESH,TIKAMGARH,Palera,Town Panchayat,290343
MADHYA PRADESH,UMARIA,Pali,Municipality,250802
MADHYA PRADESH,BARWANI,Palsud,Town Panchayat,253251
MADHYA PRADESH,JABALPUR,Panagar,Municipality,250987
MADHYA PRADESH,EAST NIMAR,Pandhana,Town Panchayat,250924
MADHYA PRADESH,CHHINDWARA,Pandhurna,Municipality,251030
MADHYA PRADESH,SHAJAPUR,PANKHEDI KALAPIPAL,Town Panchayat,263010
MADHYA PRADESH,PANNA,Panna,Municipality,250750
MADHYA PRADESH,BARWANI,Pansemal,Town Panchayat,250917
MADHYA PRADESH,ANUPPUR,Pasan,Municipality,253197
MADHYA PRADESH,JABALPUR,Patan,Town Panchayat,250985
MADHYA PRADESH,DAMOH,Patera,Town Panchayat,293826
MADHYA PRADESH,DAMOH,Patharia,Town Panchayat,250772
MADHYA PRADESH,PANNA,Pawai,Town Panchayat,250754
MADHYA PRADESH,JHABUA,Petlawad,Town Panchayat,250877
MADHYA PRADESH,BHIND,Phuphkalan,Town Panchayat,250683
MADHYA PRADESH,GWALIOR,Pichhore Gwalior,Town Panchayat,250697
MADHYA PRADESH,SHIVPURI,Pichhore Shivpuri,Town Panchayat,250710
MADHYA PRADESH,DEWAS,Pipalrawan,Town Panchayat,290272
MADHYA PRADESH,HOSHANGABAD,Pipariya,Municipality,250977
MADHYA PRADESH,CHHINDWARA,Pipla narayanwar,Town Panchayat,290395
MADHYA PRADESH,RATLAM,Piploda,Town Panchayat,250836
MADHYA PRADESH,MANDSAUR,Piplya Mandi,Town Panchayat,250830
MADHYA PRADESH,ASHOKNAGAR,Piprai,Town Panchayat,299252
MADHYA PRADESH,DHAR,Pithampur,Municipality,250888
MADHYA PRADESH,SHIVPURI,Pohari,Town Panchayat,289710
MADHYA PRADESH,SHAJAPUR,Polaykalan,Town Panchayat,250864
MADHYA PRADESH,MORENA,Porsa,Municipality,250676
MADHYA PRADESH,TIKAMGARH,Prithvipur,Town Panchayat,293821
MADHYA PRADESH,GUNA,Raghogarh-Vijaypur,Municipality,250716
MADHYA PRADESH,SAGAR,Rahatgarh,Town Panchayat,250761
MADHYA PRADESH,RAISEN,Raisen,Municipality,250955
MADHYA PRADESH,RAJGARH,Rajgarh,Municipality,250885
MADHYA PRADESH,DHAR,Rajgarh,Town Panchayat,250931
MADHYA PRADESH,CHHATARPUR,Rajnagar,Town Panchayat,250742
MADHYA PRADESH,ANUPPUR,Rajnagar Bangawan,Town Panchayat,299278
MADHYA PRADESH,BARWANI,Rajpur,Town Panchayat,250916
MADHYA PRADESH,NEEMUCH,Rampura,Town Panchayat,250825
MADHYA PRADESH,SATNA,Rampur Baghelan,Town Panchayat,250785
MADHYA PRADESH,SIDHI,RAMPUR NAIKIN,Town Panchayat,248067
MADHYA PRADESH,JHABUA,Ranapur,Town Panchayat,250883
MADHYA PRADESH,SHIVPURI,Rannod,Town Panchayat,298921
MADHYA PRADESH,BHIND,Raon,Town Panchayat,298923
MADHYA PRADESH,NEEMUCH,Ratangarh,Town Panchayat,250820
MADHYA PRADESH,RATLAM,Ratlam,Municipal Corporation,250843
MADHYA PRADESH,INDORE,Rau,Town Panchayat,250904
MADHYA PRADESH,SAGAR,Rehli,Municipality,250769
MADHYA PRADESH,SEHORE,Rehti,Town Panchayat,250953
MADHYA PRADESH,REWA,Rewa,Municipal Corporation,250797
MADHYA PRADESH,INDORE,Runji -Gautampura,Town Panchayat,250895
MADHYA PRADESH,MORENA,Sabalgarh,Municipality,250682
MADHYA PRADESH,SAGAR,Sagar,Municipal Corporation,250764
MADHYA PRADESH,RATLAM,Sailana,Town Panchayat,250841
MADHYA PRADESH,NARSINGHPUR,Sainkheda,Town Panchayat,263217
MADHYA PRADESH,NARSINGHPUR,Salichauka,Town Panchayat,293820
MADHYA PRADESH,VIDISHA,SAMSABAD,Town Panchayat,262993
MADHYA PRADESH,KHARGONE,Sanawad,Municipality,250908
MADHYA PRADESH,RAISEN,Sanchi,Town Panchayat,250954
MADHYA PRADESH,RAJGARH,Sarangpur,Municipality,250936
MADHYA PRADESH,DHAR,Sardarpur,Town Panchayat,250886
MADHYA PRADESH,BETUL,SARNI,Municipality,248069
MADHYA PRADESH,NEEMUCH,SARWANIYA MAHARAJ,Town Panchayat,263155
MADHYA PRADESH,CHHATARPUR,Satai,Town Panchayat,250746
MADHYA PRADESH,SATNA,Satna,Municipal Corporation,250781
MADHYA PRADESH,DEWAS,Satwas,Town Panchayat,250871
MADHYA PRADESH,CHHINDWARA,Sausar,Municipality,251027
MADHYA PRADESH,INDORE,Sawer,Town Panchayat,250898
MADHYA PRADESH,SEHORE,Sehore,Municipality,250947
MADHYA PRADESH,REWA,Semaria,Town Panchayat,250791
MADHYA PRADESH,BARWANI,Sendhwa,Municipality,250919
MADHYA PRADESH,DATIA,Seondha,Town Panchayat,250701
MADHYA PRADESH,SEONI,Seoni,Municipality,251033
MADHYA PRADESH,HOSHANGABAD,Seoni-Malwa,Municipality,250969
MADHYA PRADESH,ASHOKNAGAR,Shadora,Town Panchayat,262977
MADHYA PRADESH,SHAHDOL,Shahdol,Municipality,250807
MADHYA PRADESH,SEHORE,Shahganj,Town Panchayat,262903
MADHYA PRADESH,SAGAR,Shahgarh,Town Panchayat,250759
MADHYA PRADESH,BETUL,Shahpur,Town Panchayat,298920
MADHYA PRADESH,DINDORI,Shahpura,Town Panchayat,251003
MADHYA PRADESH,BURHANPUR,Shahpura Dindori,Town Panchayat,250986
MADHYA PRADESH,BURHANPUR,Shahpur Burhanpur,Town Panchayat,250926
MADHYA PRADESH,DINDORI,Shahpur Sagar,Town Panchayat,250965
MADHYA PRADESH,SHAJAPUR,Shajapur,Municipality,250860
MADHYA PRADESH,MANDSAUR,Shamgarh,Town Panchayat,250832
MADHYA PRADESH,SHEOPUR,Sheopur,Municipality,250673
MADHYA PRADESH,SHIVPURI,Shivpuri,Municipality,250705
MADHYA PRADESH,SHAJAPUR,Shujalpur,Municipality,250862
MADHYA PRADESH,SIDHI,SIDHI,Municipality,248065
MADHYA PRADESH,JABALPUR,Sihora,Municipality,250983
MADHYA PRADESH,RAISEN,Silwani,Town Panchayat,253125
MADHYA PRADESH,NEEMUCH,Singoli,Town Panchayat,250819
MADHYA PRADESH,SINGRAULI,SINGRAULI,Municipal Corporation,248066
MADHYA PRADESH,HARDA,Sirali,Town Panchayat,298918
MADHYA PRADESH,REWA,Sirmaur,Town Panchayat,250790
MADHYA PRADESH,VIDISHA,Sironj,Municipality,250941
MADHYA PRADESH,MANDSAUR,Sitamau,Town Panchayat,250835
MADHYA PRADESH,HOSHANGABAD,Sohagpur,Town Panchayat,250976
MADHYA PRADESH,DEWAS,Sonkatch,Town Panchayat,250866
MADHYA PRADESH,AGAR MALWA,Soyatkalan,Town Panchayat,250853
MADHYA PRADESH,RAISEN,Sultanpur,Town Panchayat,250958
MADHYA PRADESH,SAGAR,Surkhi,Town Panchayat,298934
MADHYA PRADESH,AGAR MALWA,Susner,Town Panchayat,250854
MADHYA PRADESH,RAJGARH,Suthaliya,Town Panchayat,250933
MADHYA PRADESH,MANDSAUR,Suwasra,Town Panchayat,290381
MADHYA PRADESH,RATLAM,Tal,Town Panchayat,250840
MADHYA PRADESH,RAJGARH,Talen,Town Panchayat,250939
MADHYA PRADESH,UJJAIN,Tarana,Town Panchayat,250850
MADHYA PRADESH,Niwari,Taricharkala,Town Panchayat,293818
MADHYA PRADESH,DAMOH,Tendukheda- damoh,Town Panchayat,290462
MADHYA PRADESH,NARSINGHPUR,Tendukheda- Narsimhapur,Town Panchayat,290429
MADHYA PRADESH,REWA,Teonthar,Town Panchayat,250789
MADHYA PRADESH,JHABUA,Thandla,Town Panchayat,250876
MADHYA PRADESH,BARWANI,Thikri,Town Panchayat,297119
MADHYA PRADESH,TIKAMGARH,Tikamgarh,Municipality,290285
MADHYA PRADESH,HARDA,Timarni,Town Panchayat,250968
MADHYA PRADESH,DEWAS,Tonk khurd,Town Panchayat,290271
MADHYA PRADESH,RAISEN,Udaipura,Town Panchayat,250963
MADHYA PRADESH,UJJAIN,Ujjain,Municipal Corporation,250851
MADHYA PRADESH,UMARIA,Umaria,Municipality,250801
MADHYA PRADESH,SATNA,Unchahara,Town Panchayat,250783
MADHYA PRADESH,UJJAIN,Unhel,Town Panchayat,250847
MADHYA PRADESH,VIDISHA,Vidisha,Municipality,250944
MADHYA PRADESH,SHEOPUR,Vijaypur,Town Panchayat,250672
MADHYA PRADESH,KATNI,Vijayraghavgarh,Town Panchayat,250981
MADHYA PRADESH,BALAGHAT,Waraseoni,Municipality,251037
MAHARASHTRA,AMRAVATI,Achalpur,Municipality,251323
MAHARASHTRA,GADCHIROLI,AHERI,Town Panchayat,276327
MAHARASHTRA,AHMEDNAGAR,Ahmadnagar,Municipal Corporation,251548
MAHARASHTRA,LATUR,Ahmadpur,Municipality,251562
MAHARASHTRA,AHMEDNAGAR,Ahmednagar,Municipal Council,277285
MAHARASHTRA,KOLHAPUR,Ajara,Town Panchayat,251630
MAHARASHTRA,SOLAPUR,Akkalkot,Municipality,251581
MAHARASHTRA,AKOLA,Akola,Municipal Corporation,251312
MAHARASHTRA,AHMEDNAGAR,Akole,Town Panchayat,275728
MAHARASHTRA,AKOLA,Akot,Municipality,251310
MAHARASHTRA,PUNE,Alandi,Municipality,251521
MAHARASHTRA,RAIGAD,Alibag,Municipality,251503
MAHARASHTRA,JALGAON,Amalner,Municipality,251294
MAHARASHTRA,JALNA,Ambad,Municipality,251424
MAHARASHTRA,BEED,Ambajogai,Municipality,251560
MAHARASHTRA,THANE,Ambarnath,Municipality,251485
MAHARASHTRA,GONDIA,AMGAON,Municipality,276364
MAHARASHTRA,AMRAVATI,Amravati,Municipal Corporation,251328
MAHARASHTRA,AMRAVATI,Anjangaon,Municipality,251322
MAHARASHTRA,NANDED,Ardhapur,Town Panchayat,258020
MAHARASHTRA,GONDIA,ARJUNI,Town Panchayat,276366
MAHARASHTRA,YAVATMAL,Arni,Municipality,259703
MAHARASHTRA,WARDHA,Arvi,Municipality,251332
MAHARASHTRA,SANGLI,Ashta,Municipality,251634
MAHARASHTRA,BEED,Ashti,Town Panchayat,275734
MAHARASHTRA,WARDHA,Ashti (Wardha),Town Panchayat,276380
MAHARASHTRA,HINGOLI,Aundha Nagnath,Town Panchayat,296909
MAHARASHTRA,AURANGABAD,Aurangabad,Municipal Corporation,251428
MAHARASHTRA,AURANGABAD,Aurangabad,Municipal Council,277287
MAHARASHTRA,LATUR,Ausa,Municipality,251563
MAHARASHTRA,YAVATMAL,Babhulgaon Nagar Panchayat,Town Panchayat,272842
MAHARASHTRA,THANE,Badlapur,Municipality,251486
MAHARASHTRA,JALNA,Badnapur,Town Panchayat,276369
MAHARASHTRA,AKOLA,Balapur,Municipality,251311
MAHARASHTRA,CHANDRAPUR,Ballarpur,Municipality,251381
MAHARASHTRA,PUNE,Baramati,Municipality,251536
MAHARASHTRA,SOLAPUR,Barshi,Municipality,251576
MAHARASHTRA,AKOLA,BARSHITAKLI,Town Panchayat,276332
MAHARASHTRA,HINGOLI,Basmath,Municipality,251413
MAHARASHTRA,JALGAON,Bhadgaon,Municipality,253140
MAHARASHTRA,CHANDRAPUR,Bhadravati,Municipality,251375
MAHARASHTRA,NASHIK,Bhagur,Municipality,251444
MAHARASHTRA,GADCHIROLI,BHAMRAGAD,Town Panchayat,276283
MAHARASHTRA,BHANDARA,Bhandara,Municipality,248078
MAHARASHTRA,AMRAVATI,BHATKULI,Town Panchayat,276290
MAHARASHTRA,THANE,Bhiwandi,Municipal Corporation,251477
MAHARASHTRA,NAGPUR,BHIWAPUR,Town Panchayat,263363
MAHARASHTRA,NANDED,Bhokar,Municipality,259697
MAHARASHTRA,JALNA,Bhokardan,Municipality,251422
MAHARASHTRA,PUNE,Bhor,Municipality,251535
MAHARASHTRA,OSMANABAD,Bhum,Municipality,251567
MAHARASHTRA,JALGAON,Bhusawal,Municipality,251290
MAHARASHTRA,BEED,Bid,Municipality,251557
MAHARASHTRA,NANDED,Biloli,Municipality,251406
MAHARASHTRA,JALGAON,BODWAD,Town Panchayat,276272
MAHARASHTRA,CHANDRAPUR,Brahmapuri,Municipality,251373
MAHARASHTRA,BULDHANA,Buldana,Municipality,251305
MAHARASHTRA,NAGPUR,Butibori,Town Panchayat,277411
MAHARASHTRA,PUNE,Chakan,Municipality,251520
MAHARASHTRA,LATUR,CHAKUR,Town Panchayat,276375
MAHARASHTRA,JALGAON,Chalisgaon,Municipality,251296
MAHARASHTRA,GADCHIROLI,CHAMORSHI,Town Panchayat,276329
MAHARASHTRA,KOLHAPUR,Chandgad.,Town Panchayat,290433
MAHARASHTRA,CHANDRAPUR,Chandrapur,Municipal Corporation,248082
MAHARASHTRA,AMRAVATI,Chandur,Municipality,251330
MAHARASHTRA,AMRAVATI,Chandurbazar,Municipality,251324
MAHARASHTRA,NASHIK,CHANDWAD,Municipality,276281
MAHARASHTRA,AMRAVATI,Chikhaldara,Municipality,276634
MAHARASHTRA,BULDHANA,Chikhli,Municipality,251304
MAHARASHTRA,CHANDRAPUR,CHIMUR,Municipality,265713
MAHARASHTRA,RATNAGIRI,Chiplun,Municipality,251602
MAHARASHTRA,JALGAON,Chopda,Municipality,251283
MAHARASHTRA,THANE,Dahanu,Municipality,251451
MAHARASHTRA,SATARA,DAHIWADI,Town Panchayat,276417
MAHARASHTRA,RATNAGIRI,Dapoli Camp,Town Panchayat,251599
